"UTMZone","UTMNorth","UTMEast","UTMConvergence","UTMSF","UTMCF"
"UTM Zone 10","4,002,337.004","757,458.909","01 41 16.41","1.00041681","N/A"
"UTM Zone 10","3,998,011.543","763,986.151","01 43 41.32","1.00045877","N/A"
"UTM Zone 10","3,992,248.543","772,729.575","01 46 54.80","1.00051661","N/A"
"UTM Zone 10","3,989,088.844","777,520.714","01 48 40.47","1.00054911","N/A"
