"UTMZone","UTMNorth","UTMEast","UTMConvergence","UTMSF","UTMCF"
"UTM Zone 10","4,264,881.410","583,035.480","00 35 36.35","0.99968491","N/A"
"UTM Zone 10","4,255,050.764","584,705.675","00 36 12.42","0.99968836","N/A"
"UTM Zone 10","4,246,601.178","588,429.230","00 37 41.72","0.99969630","N/A"
"UTM Zone 10","4,238,150.815","592,151.940","00 39 10.49","0.99970458","N/A"
