"UTMZone","UTMNorth","UTMEast","UTMConvergence","UTMSF","UTMCF"
"UTM Zone 10","4,181,847.805","620,247.588","00 50 11.51","0.99977810","N/A"
"UTM Zone 10","4,179,266.150","623,382.593","00 51 27.41","0.99978750","N/A"
"UTM Zone 10","4,172,830.309","629,395.444","00 53 51.05","0.99980623","N/A"
