"UTMZone","UTMNorth","UTMEast","UTMConvergence","UTMSF","UTMCF"
"UTM Zone 10","4,410,328.710","420,506.870","-00 35 42.86","0.99967779","N/A"
"UTM Zone 10","4,397,009.741","423,330.294","-00 34 18.00","0.99967237","N/A"
"UTM Zone 10","4,383,689.567","426,153.338","-00 32 53.81","0.99966714","N/A"
"UTM Zone 10","4,370,368.127","428,975.969","-00 31 30.31","0.99966211","N/A"
