"UTMZone","UTMNorth","UTMEast","UTMConvergence","UTMSF","UTMCF"
"UTM Zone 10","4,230,964.814","546,422.296","00 19 41.43","0.99962654","N/A"
"UTM Zone 10","4,238,358.600","540,511.949","00 17 13.49","0.99962021","N/A"
"UTM Zone 10","4,247,586.538","535,650.058","00 15 12.18","0.99961565","N/A"
"UTM Zone 10","4,254,102.396","530,850.574","00 13 11.04","0.99961172","N/A"
"UTM Zone 10","4,259,162.592","530,048.765","00 12 51.74","0.99961112","N/A"
