"UTMZone","UTMNorth","UTMEast","UTMConvergence","UTMSF","UTMCF"
"UTM Zone 10","4,203,699.249","594,589.897","00 39 45.94","0.99971020","N/A"
"UTM Zone 10","4,206,288.239","589,164.741","00 37 31.01","0.99969792","N/A"
"UTM Zone 10","4,213,463.165","584,544.433","00 35 39.35","0.99968803","N/A"
"UTM Zone 10","4,216,063.322","578,690.463","00 33 12.92","0.99967626","N/A"
