"UTMZone","UTMNorth","UTMEast","UTMConvergence","UTMSF","UTMCF"
"UTM Zone 10","4,162,938.696","604,746.408","00 43 27.36","0.99973514","N/A"
"UTM Zone 10","4,172,307.712","616,031.076","00 48 16.97","0.99976583","N/A"
