"UTMZone","UTMNorth","UTMEast","UTMConvergence","UTMSF","UTMCF"
"UTM Zone 10","4,237,508.794","593,455.657","00 39 43.25","0.99970756","N/A"
"UTM Zone 10","4,226,576.475","595,504.776","00 40 26.90","0.99971233","N/A"
"UTM Zone 10","4,215,642.639","597,553.130","00 41 10.19","0.99971721","N/A"
"UTM Zone 10","4,210,432.120","596,126.918","00 40 29.99","0.99971380","N/A"
