"UTMZone","UTMNorth","UTMEast","UTMConvergence","UTMSF","UTMCF"
"UTM Zone 10","4,121,669.886","618,530.924","00 48 31.02","0.99977307","N/A"
"UTM Zone 10","4,124,235.814","613,088.542","00 46 19.72","0.99975754","N/A"
"UTM Zone 10","4,129,221.549","611,684.566","00 45 49.69","0.99975365","N/A"
"UTM Zone 10","4,133,930.028","608,494.441","00 44 35.27","0.99974500","N/A"
"UTM Zone 10","4,139,601.704","606,006.586","00 43 38.78","0.99973842","N/A"
