"UTMZone","UTMNorth","UTMEast","UTMConvergence","UTMSF","UTMCF"
"UTM Zone 10","4,170,572.617","535,960.695","00 14 57.47","0.99961593","N/A"
"UTM Zone 10","4,177,809.657","530,638.651","00 12 46.45","0.99961156","N/A"
"UTM Zone 10","4,185,046.354","525,315.587","00 10 34.78","0.99960789","N/A"
"UTM Zone 10","4,190,759.325","519,557.316","00 08 11.31","0.99960471","N/A"
"UTM Zone 10","4,196,472.333","513,798.193","00 05 47.27","0.99960234","N/A"
