"UTMZone","UTMNorth","UTMEast","UTMConvergence","UTMSF","UTMCF"
"UTM Zone 10","4,484,670.986","580,116.027","00 36 51.39","0.99967901","N/A"
"UTM Zone 10","4,482,850.978","573,702.740","00 33 53.22","0.99966686","N/A"
"UTM Zone 10","4,479,756.082","566,235.610","00 30 25.46","0.99965400","N/A"
