"UTMZone","UTMNorth","UTMEast","UTMConvergence","UTMSF","UTMCF"
"UTM Zone 10","4,298,549.524","583,877.481","00 36 21.52","0.99968663","N/A"
"UTM Zone 10","4,291,984.572","589,427.557","00 38 40.93","0.99969848","N/A"
"UTM Zone 10","4,285,419.511","594,976.815","00 40 59.72","0.99971108","N/A"
"UTM Zone 10","4,275,634.334","597,676.600","00 42 01.67","0.99971749","N/A"
