"UTMZone","UTMNorth","UTMEast","UTMConvergence","UTMSF","UTMCF"
"UTM Zone 10","4,078,265.918","643,010.767","00 57 42.49","0.99985196","N/A"
"UTM Zone 10","4,084,267.191","640,602.269","00 56 50.90","0.99984354","N/A"
"UTM Zone 10","4,092,257.954","637,322.140","00 55 40.08","0.99983231","N/A"
"UTM Zone 10","4,102,247.721","632,802.073","00 54 00.75","0.99981726","N/A"
"UTM Zone 10","4,102,674.850","632,582.806","00 53 55.85","0.99981654","N/A"
